name,age,age_group,country,handedness,home_location_type,sleep,sleep_group,tertiary_qualifications
Victoria Willis,51,5,2,1,1,7.0,2,1
Jessica Le,17,1,4,1,3,5.0,1,1
Angela Henderson,82,8,2,3,2,5.5,1,1
Michael Lynch,33,3,3,2,3,6.0,1,1
Erin Warner,78,7,3,1,1,3.0,1,1
Christopher Smith,17,1,3,1,1,8.0,2,1
Malik Jacobson,39,3,4,2,1,9.5,3,1
Andrew Shah,40,4,2,2,1,8.5,2,1
Peter Ramos,53,5,1,3,1,8.0,2,2
Joseph Gonzales,57,5,1,2,2,6.5,1,2
Danielle Phillips,24,2,1,1,2,7.5,2,2
Amanda Vincent,84,8,4,1,2,9.0,3,1
Jacqueline Woodard,20,2,1,3,1,8.0,2,1
Robert Burke,91,8,4,1,3,10.0,3,2
Laura Fuentes,58,5,2,1,1,6.5,1,1
Laura Rogers,46,4,1,2,2,8.5,2,1
April King,69,6,1,2,2,6.0,1,1
Michael Haley,27,2,3,1,2,7.0,2,1
Hannah Malone,55,5,1,1,1,7.5,2,1
Richard Yang,35,3,2,1,2,8.0,2,2
Billy Rice,13,1,2,1,1,9.5,3,1
Brianna Gregory,39,3,1,1,1,9.5,3,1
Stephanie Fox,55,5,3,1,1,4.5,1,1
Erik Neal,34,3,2,1,2,4.5,1,2
Brittney Webb,11,1,1,2,2,8.0,2,1
Andrew Collins,64,6,4,1,2,6.5,1,1
Christopher Jordan,66,6,4,1,2,5.0,1,3
Christopher Lloyd,38,3,1,1,1,8.5,2,1
Paul Nguyen,46,4,1,2,1,8.5,2,2
Erica Scott,40,4,2,1,1,6.5,1,1
Melissa Moore,91,8,1,1,3,7.0,2,1
Timothy Mora,10,1,2,3,1,5.5,1,1
Kimberly Arias,70,7,1,1,1,7.5,2,1
Mary Gibson,60,6,2,2,3,5.5,1,1
Scott Garcia,56,5,2,1,1,7.5,2,1
Jessica Becker,54,5,1,1,1,8.0,2,1
Charles Lee,96,8,1,1,1,9.0,3,1
Megan Beard,37,3,4,1,3,6.5,1,1
Melvin Simmons,23,2,2,1,2,8.0,2,1
Rebecca Walker,44,4,3,1,1,8.0,2,1
Leslie Hess,45,4,1,3,1,8.0,2,1
Anna Thompson,29,2,4,1,1,7.5,2,1
James Jackson,20,2,2,2,1,6.5,1,1
Scott Mckenzie,61,6,1,1,2,7.5,2,2
Laura Rodriguez,35,3,1,2,1,6.5,1,2
Lisa Smith,57,5,2,1,1,8.5,2,1
Thomas Smith,14,1,4,2,3,9.0,3,1
Judy Anthony,64,6,4,2,2,7.0,2,1
Mark Smith,78,7,4,2,3,8.5,2,1
Robert Cain,62,6,1,1,2,6.0,1,1
Megan Hanson,53,5,1,1,1,9.0,3,2
Anthony Gibson,56,5,2,1,1,6.5,1,1
Carla Gonzales,39,3,1,2,1,10.0,3,1
Molly Russell,27,2,3,1,2,6.0,1,1
Larry Taylor,97,8,1,2,2,7.0,2,2
Matthew Galloway,8,1,1,1,1,7.0,2,1
Shawn Sullivan,56,5,3,1,1,10.5,3,1
James Alexander,52,5,1,1,1,7.0,2,2
Rebecca Brown,18,1,2,1,1,8.5,2,1
Stephanie Evans,83,8,2,3,1,6.5,1,1
Danny Watson,38,3,2,1,1,9.5,3,1
Dylan Allen,48,4,2,2,1,9.0,3,1
William Reid,18,1,1,1,1,7.0,2,1
Cory Morales,73,7,3,1,1,6.0,1,1
Kurt Rodriguez,37,3,1,1,2,8.0,2,1
Mary Thomas,20,2,2,1,2,3.0,1,1
Joseph Smith,16,1,1,2,1,6.0,1,1
Thomas Goodwin,13,1,4,1,1,8.0,2,1
Colin Jones,40,4,4,1,1,5.5,1,2
Daniel Martinez,89,8,2,1,1,8.0,2,1
Michelle Sanford,60,6,1,2,1,7.5,2,1
Laura Newman,77,7,4,1,2,9.0,3,1
Julie Smith,36,3,2,2,1,5.5,1,1
Natalie Hernandez,68,6,4,1,1,7.0,2,2
Dean Rodgers,53,5,1,2,1,6.5,1,2
Jacob Anderson,40,4,2,1,1,9.0,3,2
Samantha Miranda,41,4,2,1,3,9.5,3,2
Robin Hubbard,19,1,1,2,2,10.0,3,1
Julie Davis,78,7,1,1,2,7.0,2,1
Paul Carpenter,31,3,1,1,1,6.0,1,1
Rebecca Jones,47,4,1,1,2,7.0,2,2
Noah Patterson,67,6,1,1,1,8.0,2,2
Stephanie Johnson,32,3,2,1,3,5.0,1,1
Amy Allen,50,5,4,2,2,9.5,3,1
George Garcia,39,3,4,1,2,7.5,2,1
Jeffrey White,72,7,4,3,1,6.0,1,2
Yvonne Baker,15,1,2,1,3,11.0,3,1
Cristian Carter,29,2,1,2,1,9.0,3,2
Kathleen Hall,14,1,1,1,3,10.0,3,1
Melissa Key,34,3,1,1,1,6.0,1,1
Angela Taylor,80,8,1,1,1,6.5,1,3
William Johnson,20,2,1,1,1,7.0,2,1
Luis Oliver,44,4,2,1,2,8.0,2,1
Nicole Campbell,18,1,3,1,3,8.5,2,1
Christina Holland,9,1,2,1,2,7.5,2,1
Melissa Hood,9,1,1,1,1,10.5,3,1
Rhonda Hale,60,6,3,1,3,4.0,1,1
David Young,11,1,1,1,1,7.0,2,1
Andrea Alvarez,46,4,1,2,1,8.5,2,1
David Erickson,33,3,3,1,3,9.0,3,1
Shirley Sims,54,5,1,1,1,10.5,3,2
Erica Pollard,50,5,4,2,2,6.0,1,1
Anthony Martin,35,3,2,1,1,7.5,2,1
Stephanie Freeman,63,6,1,1,2,5.5,1,2
Melanie Reed,16,1,1,2,1,7.5,2,1
Sherry Morrow,93,8,1,3,1,4.5,1,1
Tyler Coleman,34,3,2,1,3,8.0,2,1
Gregory Mckee Jr.,56,5,1,1,1,6.5,1,2
Patrick Gonzalez,66,6,1,1,2,6.0,1,1
Brianna Shelton,25,2,4,1,1,10.5,3,1
Mariah Taylor,83,8,4,1,3,5.5,1,2
Jason White,28,2,1,1,3,7.0,2,1
Robert Fitzgerald,18,1,2,1,1,7.0,2,1
Laura Yates,50,5,1,1,1,7.0,2,1
Danielle Chen,20,2,3,1,1,12.0,3,1
Allen Morris,46,4,2,1,1,8.5,2,1
Kayla Williams,81,8,1,1,2,7.5,2,3
Shannon Gaines,14,1,2,1,3,7.0,2,1
Eric Mccann,33,3,2,1,1,9.5,3,1
Erin Phillips,28,2,3,1,3,7.0,2,2
Mary Jackson,79,7,1,1,1,7.0,2,1
Eric Jackson,15,1,4,2,1,7.5,2,1
Mario Hall,22,2,4,1,2,6.0,1,1
Mrs. Melissa Salinas,36,3,2,1,2,9.0,3,1
Eric Murphy,74,7,3,2,1,9.0,3,1
George Martin,15,1,2,2,1,8.0,2,1
Miss Melissa Harmon,18,1,4,1,1,12.5,3,1
Logan Hays,72,7,1,1,3,6.5,1,1
Kristy Montes,95,8,4,1,3,7.5,2,1
Jenna Miller,67,6,2,2,3,5.0,1,1
Virginia Rodriguez,35,3,4,2,2,8.5,2,1
Joseph Jimenez,55,5,1,1,2,7.0,2,1
Dr. Robert Espinoza,25,2,2,1,2,7.0,2,1
Angela Lee,80,8,2,3,1,8.0,2,1
Javier Myers,71,7,1,1,2,8.0,2,1
Brandon Smith,52,5,1,1,1,7.5,2,2
Erin Lopez,77,7,1,1,1,6.0,1,1
Steven Hicks,53,5,2,1,1,7.0,2,1
Suzanne Aguilar,26,2,3,1,1,6.5,1,1
Carol Wells,40,4,3,3,1,9.0,3,1
Stephanie Peters,14,1,1,1,3,8.0,2,1
Susan Walter,97,8,1,1,2,7.5,2,1
Laura Michael,87,8,1,2,1,5.0,1,1
Heather Frank,31,3,3,1,3,8.0,2,2
David Guerra,62,6,2,2,2,8.0,2,1
Anthony Doyle,30,3,1,1,1,10.5,3,1
Thomas Cox,39,3,1,1,1,8.5,2,1
Theresa Chandler,95,8,1,1,1,9.0,3,1
Samuel Stephens,36,3,1,1,1,6.0,1,1
Robert Allen,87,8,2,1,3,7.5,2,1
Brian Sharp,57,5,2,1,3,7.0,2,3
Charles Craig,31,3,1,1,3,10.5,3,1
Jamie Jimenez,75,7,2,3,2,4.0,1,1
Caroline Gilbert,67,6,1,2,2,7.5,2,1
Amber King,15,1,2,3,2,10.0,3,1
Brenda Burns,91,8,1,1,2,7.0,2,1
Lori Hammond,44,4,1,1,1,10.5,3,2
Ryan Pittman,29,2,1,1,1,7.0,2,2
Ariana Rogers,40,4,3,1,2,8.0,2,1
Ronald Levine,80,8,1,1,1,5.0,1,1
Sara Barrett,46,4,2,1,2,8.0,2,1
Nicole Kelley,36,3,4,1,1,5.5,1,1
Alexander Smith,12,1,1,2,3,9.0,3,1
Stephen Brown,14,1,3,1,2,8.5,2,1
Carla Bailey,33,3,2,1,1,7.5,2,1
Joseph Robbins,61,6,2,1,1,5.5,1,1
Andrea Santana,51,5,1,1,2,6.0,1,2
James Kent,44,4,1,1,1,6.5,1,1
William Smith,67,6,1,1,2,7.5,2,1
Anne Hawkins,84,8,1,3,3,8.5,2,1
Zachary Myers,54,5,3,1,2,6.5,1,1
Richard Griffin,65,6,4,2,1,8.0,2,2
Danielle Barker,97,8,2,1,1,8.5,2,1
Johnathan Montoya,37,3,4,1,2,6.5,1,1
Thomas Banks,63,6,4,1,1,9.0,3,1
Adam Tate,95,8,2,1,2,10.0,3,1
Jesse Carey,70,7,1,2,1,6.0,1,1
Sarah Wilson,97,8,1,3,1,6.5,1,1
Rebekah Frye,42,4,1,1,3,10.0,3,2
Patricia Davis,13,1,2,1,1,7.5,2,1
Amber Ortiz,25,2,4,1,1,11.0,3,1
Andrew Harper,61,6,4,1,2,7.5,2,1
Shawn Lowe,18,1,1,1,3,9.0,3,1
Eric Roberts,47,4,2,1,2,6.0,1,1
Steven Love MD,26,2,3,1,1,5.5,1,1
John Watson,41,4,2,1,1,8.0,2,1
David King,32,3,1,2,1,7.5,2,1
Gerald Guerrero,15,1,1,1,2,5.5,1,1
Timothy Padilla,42,4,1,1,3,4.5,1,1
Allison Hickman,41,4,4,1,2,6.5,1,2
Yvonne Garcia,77,7,1,1,3,7.0,2,1
Michelle Baker,43,4,2,2,2,7.0,2,1
Shelley Brandt,65,6,2,1,2,6.0,1,2
Marissa Dunn,64,6,3,1,2,7.0,2,1
Patricia Hall,45,4,1,1,3,6.5,1,1
Jennifer King,65,6,1,2,1,8.5,2,2
Patricia Hernandez,8,1,4,1,2,8.0,2,1
Kimberly Woods,77,7,1,1,2,8.0,2,2
Christopher Rodriguez,24,2,2,1,1,7.0,2,1
David Rollins,10,1,4,1,1,8.5,2,1
Megan Mclean,10,1,1,3,1,8.0,2,1
Brian Davis,9,1,1,1,3,9.5,3,1
John Anderson,54,5,1,1,2,9.0,3,2
Sandra Foster,63,6,3,1,1,7.5,2,1
Melissa Rivera,40,4,1,1,1,6.0,1,2
Brian Morrow,29,2,4,1,2,8.5,2,1
Steven Cook,27,2,1,1,1,9.5,3,1
Emily Shepard,43,4,1,1,2,7.0,2,1
Tasha Mckinney,62,6,1,1,2,7.5,2,2
Jessica Schneider,20,2,2,1,3,8.5,2,2
Robert Patel,98,8,1,1,1,8.5,2,1
William Herring,36,3,1,2,1,6.0,1,1
Kristin Garcia,27,2,1,1,2,8.0,2,1
John Howard,52,5,4,1,3,7.0,2,2
Michelle Williams,38,3,1,1,2,6.5,1,1
Michelle Nichols,85,8,2,1,3,7.0,2,1
Kathryn Koch,79,7,2,1,1,11.0,3,1
Anthony Carr DDS,40,4,1,1,1,5.0,1,1
Stephanie Schwartz,42,4,1,1,1,6.0,1,3
Julie Lambert,29,2,2,3,2,7.0,2,1
Anna Lopez,42,4,1,3,3,5.0,1,1
Patty Vaughn,73,7,1,1,2,7.0,2,1
Denise Sanchez,16,1,1,1,2,9.5,3,1
Charles Brooks,14,1,1,2,2,7.5,2,1
Timothy Davis MD,48,4,3,3,3,7.5,2,2
Michael George,51,5,2,1,1,6.5,1,1
Makayla Ruiz,10,1,4,1,1,8.5,2,1
Lindsey Mills,34,3,4,1,2,9.0,3,2
Joseph Shepard,51,5,2,1,1,7.0,2,1
Lydia Zhang,88,8,1,1,1,5.0,1,1
Patrick Martinez,54,5,2,1,3,7.0,2,1
James Snyder,49,4,1,1,2,6.5,1,1
Ian Warner,94,8,3,1,2,6.5,1,1
Christopher Fox,39,3,3,1,3,7.5,2,1
Courtney Singh,15,1,1,1,3,6.5,1,1
Whitney Vincent,28,2,1,1,2,8.5,2,1
Jessica Vasquez,54,5,2,1,1,6.0,1,1
Carrie Johnson,93,8,1,2,1,7.5,2,1
Brianna West,34,3,3,1,3,9.0,3,1
Bryce Hendricks,26,2,4,2,3,6.5,1,1
John Cox,82,8,1,2,1,6.0,1,2
Crystal Day,72,7,2,1,3,8.5,2,1
Carlos Griffin,38,3,1,1,2,6.5,1,1
Elizabeth Bray,11,1,3,1,1,4.0,1,1
Timothy Craig,34,3,3,1,3,8.0,2,1
Jerry Villegas,68,6,4,1,1,5.0,1,2
Vicki Chen,95,8,2,1,1,5.5,1,3
Tyler Barnes,90,8,2,1,1,5.5,1,1
Eric Torres,8,1,4,1,3,8.0,2,1
Kristy Flores,41,4,1,2,1,6.0,1,1
Alice Roberts,8,1,2,1,1,7.5,2,1
Claire Simmons,26,2,2,1,3,8.5,2,1
Charles Sandoval,61,6,2,1,2,6.0,1,2
Rachel Rodriguez,69,6,3,2,1,8.5,2,2
Anthony Fry,40,4,3,1,1,9.0,3,1
Matthew Evans,22,2,3,1,1,8.0,2,2
Sonia Martin,10,1,2,1,1,8.0,2,1
Robert Adams,42,4,2,1,1,8.5,2,1
Crystal Larson,38,3,1,1,3,10.0,3,1
Michael Bell,68,6,2,2,2,8.0,2,1
Dawn Roberson,24,2,1,1,1,8.0,2,1
Daniel Foley,57,5,2,1,2,10.0,3,1
Jeffery Gibson,39,3,2,1,3,7.5,2,1
Jeffery Carter,9,1,4,1,1,5.5,1,1
Kimberly Carpenter,87,8,1,1,2,6.0,1,2
Andrew Phelps,33,3,2,1,1,9.5,3,1
Deborah Wells,27,2,4,1,3,10.0,3,1
Steven Powell,52,5,2,1,3,5.5,1,2
Joseph Campbell,84,8,3,1,3,4.0,1,1
Dustin Sandoval,84,8,4,1,2,8.5,2,2
Amanda Hicks,12,1,1,1,1,8.5,2,1
Erica Williams,35,3,1,1,2,6.5,1,1
Valerie Berry,43,4,2,1,1,8.0,2,1
Stacey Moreno,76,7,4,1,3,7.5,2,1
Christopher Adams,57,5,1,1,2,8.0,2,1
Mark Thompson,86,8,2,3,2,8.5,2,1
Aaron Thompson,28,2,1,2,2,8.5,2,2
Cassandra Robinson,43,4,1,1,1,7.5,2,1
Troy Wilson,49,4,2,2,1,8.0,2,3
Anna Silva,20,2,1,2,3,7.5,2,2
Sandra Hernandez,98,8,2,1,1,8.0,2,1
Bobby Miller,36,3,4,1,1,6.0,1,1
Sydney Hughes,76,7,1,1,2,5.0,1,1
Andrew Martin,40,4,3,3,3,5.5,1,1
Jill Sawyer,53,5,1,1,1,5.5,1,1
Paul Flores,13,1,2,1,2,8.5,2,1
Christina Jensen,20,2,2,1,3,7.5,2,1
Anthony Stevens,25,2,1,2,1,8.0,2,1
Breanna Gonzalez,16,1,1,1,2,8.5,2,1
Anthony Baker,9,1,4,1,3,9.0,3,1
Jacob Gates,73,7,4,1,3,8.0,2,1
Jose Martin,28,2,1,1,2,8.5,2,2
Mark Young,47,4,1,1,2,6.5,1,1
Deanna Johnson,40,4,1,2,1,9.5,3,1
Stuart Baker,62,6,1,1,2,4.5,1,2
Sarah Herrera,25,2,1,3,2,10.0,3,2
Valerie Baker,81,8,3,1,3,9.0,3,2
Anthony Green,53,5,1,1,1,4.0,1,1
Joshua Jackson,21,2,2,3,1,7.5,2,1
Heather Willis,18,1,2,1,2,9.0,3,1
Joshua Cabrera,16,1,1,1,2,9.0,3,1
Heather Moran,14,1,1,2,3,8.0,2,1
Tracey Cruz,46,4,1,1,1,4.0,1,1
Stephanie Levy,72,7,1,1,2,9.0,3,1
Jeremiah Harmon,51,5,3,1,1,6.5,1,1
Jessica Mcclure,43,4,2,1,1,5.5,1,1
Alyssa Wright,13,1,2,1,2,8.0,2,1
Deanna Tran,14,1,3,1,1,7.0,2,1
Diana Hogan,34,3,3,1,2,8.5,2,1
Leroy Patel,45,4,2,1,3,12.0,3,3
Robert Olson,28,2,3,1,3,5.5,1,1
Haley Gilbert,69,6,2,1,2,5.5,1,1
Meagan Greene,43,4,2,1,1,6.5,1,1
Lori Decker DDS,52,5,3,3,3,4.0,1,1
Jeremy Sanders,20,2,2,1,3,7.5,2,2
Kristin Steele,32,3,3,2,3,5.0,1,1
Amanda Woods,20,2,2,1,1,6.0,1,1
Jared Bartlett,51,5,4,1,1,9.5,3,1
James Thompson,93,8,1,1,3,10.0,3,1
Marvin Martinez,55,5,2,2,1,7.0,2,1
Paul Lee,41,4,1,1,1,9.0,3,1
Chad Burke,62,6,1,1,3,9.0,3,2
William Castro,29,2,1,1,2,8.5,2,2
Stephen Coleman,44,4,2,1,1,6.0,1,1
Gerald Brown,81,8,3,2,2,9.5,3,1
James Perez,40,4,1,1,1,5.0,1,1
Joshua Smith,36,3,3,1,3,6.5,1,2
Gregory Diaz,48,4,1,2,2,7.5,2,1
Jessica Harrell,10,1,4,1,2,10.5,3,1
Laura Bowen,46,4,2,1,1,6.5,1,1
Cindy Oconnor,28,2,2,1,2,10.5,3,2
April Gibson,10,1,2,1,1,7.5,2,1
Jessica Le,47,4,3,1,2,7.0,2,1
Victoria Clark,22,2,1,2,1,7.0,2,1
Terri Carr,16,1,2,1,2,7.5,2,1
Heather Hoover,10,1,1,1,1,8.5,2,1
Sharon Lynn,28,2,2,1,1,4.5,1,1
Michael Gates,18,1,3,1,2,9.0,3,1
Felicia Hamilton,43,4,3,1,1,8.0,2,1
Jeremy Brown,68,6,3,1,3,7.0,2,1
Leon Andrews,26,2,1,1,1,8.0,2,1
Zoe Robinson,30,3,1,3,1,7.0,2,1
Gary Wang,13,1,2,1,2,8.0,2,1
William Clark,29,2,3,1,3,8.5,2,1
James Rice,68,6,1,1,2,8.5,2,1
Jesse Rice,38,3,1,1,1,7.5,2,1
Ms. Mary Clark,72,7,3,1,1,7.0,2,1
Brian Harris,9,1,2,2,1,8.0,2,1
Mark Sanchez,84,8,1,2,1,9.5,3,2
Jasmine Poole,48,4,2,1,1,9.0,3,1
Evelyn Rice,34,3,4,1,1,6.5,1,1
Sylvia Thompson,81,8,1,2,1,6.5,1,1
Maria Stephens,28,2,4,1,1,8.0,2,1
James Mcdowell,86,8,2,1,1,8.0,2,1
Donald Harris,57,5,2,1,1,8.5,2,1
Gary Phillips,75,7,4,3,3,7.0,2,1
Carol Maddox,34,3,4,1,3,7.5,2,1
Kurt Lopez,14,1,1,1,2,7.0,2,1
Nicole Stevens,64,6,1,1,1,7.5,2,2
Erin Roy,53,5,3,3,1,8.5,2,2
Kendra Campbell,58,5,1,1,1,6.5,1,1
Nicole Salazar,23,2,4,1,1,8.5,2,1
Doris Wood,32,3,1,1,3,9.5,3,1
Stephanie Gray,9,1,2,1,1,8.5,2,1
Stacy Edwards,71,7,1,1,2,4.5,1,2
Heather Hudson,56,5,2,1,1,9.5,3,1
Brian Young,78,7,1,2,2,8.0,2,1
Darren Ford,48,4,1,3,3,8.5,2,1
Jonathan Cooley,33,3,2,2,2,7.0,2,2
Kurt Nguyen,30,3,4,2,1,9.0,3,1
Brandon Wells,38,3,1,2,1,8.0,2,1
Michael Reynolds,15,1,4,1,3,6.5,1,1
Rachael Graham,8,1,4,1,3,10.0,3,1
Kathryn Pacheco,47,4,2,3,1,8.0,2,1
Tina Davis,10,1,4,1,2,11.5,3,1
Christopher Mccarthy,75,7,1,2,2,6.5,1,2
Amanda Knapp,53,5,2,1,2,5.0,1,1
Roberto Henry,24,2,2,1,3,6.5,1,3
Kristen Harper,21,2,4,1,1,8.5,2,1
Jonathon Garcia,32,3,1,1,1,7.5,2,1
Matthew Hamilton,47,4,2,1,1,8.0,2,1
Belinda Barber,53,5,1,1,1,7.0,2,2
Taylor Garcia,44,4,4,1,2,9.0,3,1
Jill Harper,51,5,4,3,3,8.0,2,1
Kelly Wiggins,9,1,2,1,1,6.0,1,1
Daniel Daniels,11,1,1,1,1,8.0,2,1
Mr. Larry Curtis III,50,5,1,1,3,7.0,2,1
Jennifer Nguyen,66,6,4,1,2,7.5,2,1
Cindy Wilkins,10,1,2,3,1,8.5,2,1
Derrick Goodman,39,3,1,1,3,5.0,1,2
Andrew Mason,65,6,1,1,1,8.5,2,1
Martin Williams,36,3,2,1,2,9.0,3,1
Daniel Harris,49,4,2,1,1,6.5,1,1
William Olsen,49,4,1,1,3,6.0,1,1
Rodney Smith,76,7,4,1,3,8.0,2,1
Casey Shepherd,19,1,3,1,2,10.0,3,1
Michael Conley,70,7,2,1,1,8.0,2,2
Sabrina Smith,59,5,2,1,1,9.0,3,1
Melissa Wilson,93,8,3,1,2,6.5,1,2
Alexandra Baker,69,6,4,1,1,4.0,1,1
Emily Burke,13,1,3,1,1,4.0,1,1
Dr. Joyce Brewer,10,1,1,1,1,5.0,1,1
Rachel Hall,12,1,3,1,3,8.5,2,1
Sue Hicks,67,6,1,2,1,6.0,1,2
Jennifer Contreras,16,1,1,1,1,6.5,1,1
Sharon Patrick,35,3,1,2,1,8.0,2,1
Lee Bernard,54,5,2,1,1,8.0,2,1
Jeanette Nelson,74,7,4,1,1,7.5,2,1
Daniel Hall,37,3,1,1,1,5.5,1,3
Brandon Mason,86,8,2,2,1,9.5,3,1
Mark Waters,78,7,2,1,1,6.0,1,1
Jason Richards,79,7,2,1,1,6.5,1,1
Tamara Le,48,4,1,2,2,8.0,2,1
Amanda Taylor,21,2,4,1,1,6.0,1,2
Jeffrey Fox,36,3,2,2,3,8.0,2,1
Amanda Garcia,21,2,2,1,1,6.5,1,1
James Ruiz,53,5,2,1,3,8.5,2,2
Desiree Thompson,10,1,2,1,1,5.5,1,1
Samantha Wilson,21,2,1,1,1,6.5,1,1
Curtis Cantu,40,4,2,1,3,10.5,3,1
Janet Perez,81,8,4,2,1,5.5,1,1
Carla Mccormick,59,5,1,1,1,7.0,2,3
Kimberly Simpson,52,5,3,1,3,7.0,2,1
Patrick James,41,4,1,1,2,8.5,2,1
Christopher Kemp,13,1,3,2,1,7.5,2,1
Randy Mclean,26,2,3,1,3,11.0,3,1
Samantha Sherman,29,2,4,1,2,7.5,2,1
Donna Strickland,35,3,2,1,3,6.0,1,2
Matthew Barnes,22,2,4,1,3,7.0,2,2
Tracey Doyle,49,4,3,3,2,6.5,1,1
Ryan Mathews,58,5,4,1,1,8.5,2,2
David Thomas,76,7,1,1,3,6.5,1,2
Katie Howard,65,6,3,1,1,11.5,3,1
Cesar Foster,44,4,2,1,1,9.0,3,1
Paul Burch,33,3,3,3,1,8.0,2,1
Matthew Ramos,17,1,2,2,1,9.0,3,1
Cynthia Klein,42,4,2,1,1,8.0,2,1
Shannon Gonzalez,64,6,2,1,1,8.0,2,1
Brandon Sandoval,70,7,4,1,3,4.0,1,1
Rebecca Rose,63,6,3,1,3,8.5,2,1
Dr. Jessica Marks DVM,17,1,2,1,2,6.5,1,1
Jacob Young,24,2,1,1,1,8.5,2,1
Sally Turner,31,3,1,1,1,7.0,2,1
Richard Cox,10,1,2,1,2,7.0,2,1
Shannon Thomas,40,4,2,1,1,7.0,2,1
William Schwartz,30,3,2,1,1,8.5,2,1
Judy Taylor,35,3,1,1,2,7.0,2,2
Michael Moore,90,8,4,1,3,7.0,2,1
Samantha Gordon,55,5,1,1,2,8.5,2,2
Denise Davis,47,4,2,1,2,8.0,2,1
Ryan Holt,36,3,3,1,1,7.5,2,1
Michael Schroeder,71,7,1,1,1,8.0,2,1
Andrew Gibson,57,5,3,1,3,7.5,2,1
Allison Smith,85,8,2,1,1,7.5,2,2
Raymond Rivera,13,1,1,1,2,10.0,3,1
Kendra Schneider,77,7,4,1,2,7.5,2,2
Justin Wilson,70,7,4,1,1,8.0,2,2
Tiffany Coleman,12,1,3,1,2,11.0,3,1
John Paul PhD,45,4,4,1,2,8.0,2,1
Seth Carson,58,5,1,1,1,6.0,1,1
Lindsey Smith,43,4,4,2,2,7.0,2,1
Cathy Hernandez,29,2,4,1,1,7.0,2,1
Donald Conley,43,4,1,1,3,8.0,2,2
Melissa Carpenter,12,1,1,1,2,6.0,1,1
Laura Johnson,16,1,3,1,3,5.5,1,1
Sara Morris,96,8,1,3,3,8.0,2,2
Jennifer Campbell,80,8,1,2,3,7.5,2,1
Cameron Stone,89,8,1,1,2,6.5,1,1
Pamela Sheppard PhD,25,2,1,3,1,6.0,1,2
Dawn Kane,55,5,2,1,1,6.0,1,1
Benjamin Hart,59,5,3,1,1,8.0,2,2
Dr. Keith Pearson II,42,4,1,1,2,6.5,1,1
Henry Jackson,60,6,1,1,3,7.5,2,1
Kyle Miller,39,3,2,1,1,8.5,2,1
David Rhodes,15,1,1,1,2,4.5,1,1
Tiffany Morgan,73,7,2,1,1,8.5,2,3
Michelle Mcdonald,49,4,3,1,2,9.0,3,2
Michele Hamilton,14,1,1,1,3,9.0,3,1
Leah Keller,80,8,3,2,1,7.5,2,3
Joseph Brown,27,2,4,1,2,8.5,2,2
William Brown,55,5,1,3,2,5.5,1,1
Stacey Holland,34,3,3,1,1,7.5,2,1
Tracy Pratt,40,4,4,2,3,8.5,2,1
Matthew Weber,96,8,3,1,3,7.0,2,1
Linda Thomas,33,3,2,1,2,9.0,3,1
Stephen Lam,18,1,1,1,3,10.0,3,1
Arthur Thomas,74,7,1,2,2,7.0,2,1
Zachary Wells,34,3,1,1,1,8.0,2,2
Richard Jones,31,3,1,3,3,6.0,1,1
Tonya Palmer,17,1,1,1,2,7.5,2,1
Kristina Anderson,32,3,1,1,1,7.5,2,1
Chelsea Moore,99,8,2,1,1,6.5,1,1
Wayne Shaw,30,3,3,1,2,7.5,2,1
Debra House,72,7,2,2,2,7.0,2,1
Lindsey Garcia,16,1,3,3,3,8.0,2,1
Heather Austin,97,8,1,2,3,9.0,3,1
Deborah Kidd,52,5,1,1,2,6.0,1,2
Michelle Miller,20,2,1,1,1,7.5,2,1
Thomas Gibbs,67,6,1,1,1,7.5,2,1
Edward Bailey,64,6,1,1,1,9.5,3,3
Janet Ramirez,15,1,1,1,3,7.5,2,1
Rebecca Edwards,26,2,4,1,3,5.5,1,1
George Wilson,23,2,4,3,2,9.5,3,2
Elizabeth Tanner,28,2,2,2,3,5.0,1,1
Matthew Cunningham,33,3,2,1,2,6.5,1,1
Peggy Quinn,52,5,4,2,1,5.5,1,1
Cassandra Brewer,85,8,2,1,3,4.0,1,1
Jeffrey Scott,70,7,1,1,1,7.5,2,1
Dale Lucas,59,5,3,1,2,6.5,1,3
Dawn Contreras,97,8,1,2,1,7.5,2,1
Edward Jacobson,83,8,1,1,1,6.0,1,1
Emma Chen,13,1,3,1,2,10.0,3,1
Tony Wilson,79,7,1,1,1,10.5,3,1
Theodore Matthews,57,5,4,1,3,7.5,2,1
Shannon Fry,79,7,4,2,2,6.5,1,1
Tammy Brown,58,5,2,1,1,7.0,2,1
Nicholas Shaw,23,2,2,1,1,6.0,1,1
Thomas York,28,2,1,1,3,5.0,1,2
Jack Watts,13,1,1,1,2,8.0,2,1
Miguel Medina,77,7,1,1,3,6.5,1,1
Jessica Ramsey,25,2,4,1,1,8.5,2,1
Peter Harris,30,3,1,1,1,8.0,2,1
Mr. Alexander Little,12,1,3,1,2,10.5,3,1
Teresa Delacruz,31,3,2,1,1,8.0,2,1
Kyle Harrell,44,4,4,1,2,7.0,2,1
Andrea Gonzalez,72,7,1,2,1,7.5,2,2
Fernando Walker,28,2,1,2,2,5.5,1,1
Nicholas Forbes,35,3,1,3,3,7.5,2,1
Keith Robinson,33,3,1,1,2,6.5,1,1
